Hour,AvgMean,StdMean
1,26.22245901639344,0.910938366376528
2,23.25655737704918,0.8483714104014602
3,21.38065573770492,0.7320281031344044
4,20.087213114754096,0.8240446652456446
5,20.304590163934424,0.8027219549460649
6,20.39868852459016,0.6604580512108992
7,22.659180327868857,0.7183685867980678
8,27.219508196721314,1.084981568521408
9,33.97262295081967,1.8121836313055089
10,42.94950819672131,2.8463715333157964
11,49.978852459016395,3.214243963503732
12,51.72065573770491,3.8160939899981323
13,51.50885245901639,3.811957931734508
14,53.5444262295082,4.2149256744667785
15,53.572786885245904,4.2054711169187495
16,52.98672131147542,3.9798079372520827
17,53.648524590163944,3.777259756197443
18,53.54819672131147,3.2268862869400445
19,53.89147540983607,2.579311660664129
20,53.099999999999994,2.4663173582236757
21,48.45295081967213,1.9673701713261587
22,39.55262295081967,1.7591502248448312
23,33.79196721311475,1.38861863153389
24,29.780819672131148,0.9805674086424122
